symbol	category	provider_object	provider_candidate_count	pc_status
calcMaterial__8J3DModelFv	J3D/model/animation	JSystem/J3DGraphAnimator/J3DModel.o	1	PC JSystem/Aurora provider requires API audit
calcMtxRotAxis__2MRFPQ29JGeometry8TVec3<f>PA4_fPA4_f	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
calcNearestRailDirection__2MRFPQ29JGeometry8TVec3<f>PC9LiveActorRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/RailUtil.o	1	PC Game source absent
calcScreenPosition__2MRFPQ29JGeometry8TVec2<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
calcSpherePos__2MRFPQ29JGeometry8TVec3<f>PC7AreaObj	J3D/model/animation	Game/Util/AreaObjUtil.o	1	PC Game source byte-identical, included
calcVelocityMovingPoint__2MRFPC8TriangleRCQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
calcViewAndEntry__10PartsModelFv	J3D/model/animation	Game/LiveActor/PartsModel.o	1	PC Game source byte-identical, included
calcViewAndEntry__7NameObjFv	LiveActor/NameObj/Nerve ABI	Game/NameObj/NameObj.o	1	PC Game source divergent, included
calcViewAndEntry__9LiveActorFv	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
calcWhirlPoolAccelInfo__2MRFRCQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/AreaObjUtil.o	1	PC Game source byte-identical, included
calcWindInfo__14BigFanFunctionFPQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>Pf	J3D/model/animation	Game/MapObj/BigFanHolder.o	1	PC Game source absent
calc__13FixedPositionFv	other Game/runtime provider	Game/Util/FixedPosition.o	1	PC Game source byte-identical, excluded
calc__8J3DModelFv	J3D/model/animation	JSystem/J3DGraphAnimator/J3DModel.o	1	PC JSystem/Aurora provider requires API audit
callDL__17J3DDisplayListObjCFv	J3D/model/animation	JSystem/J3DGraphBase/J3DPacket.o	1	PC JSystem/Aurora provider requires API audit
callDL__19ShapePacketUserDataCFv	other Game/runtime provider	Game/System/ShapePacketUserData.o	1	PC Game source absent
cameraInit3D__6TDDrawFv	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
captureDolTexture__10JUTTextureFPviiiib9_GXTexFmt	other Game/runtime provider	Game/System/Overwrite.o	1	PC Game source absent
changeAnimation__12XanimePlayerFPCc	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
changeInterpoleFrame__12XanimePlayerFl	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
changeLifeMeterModeBee__21GameSceneLayoutHolderFv	other Game/runtime provider	Game/Screen/GameSceneLayoutHolder.o	1	PC Game source absent
changeLifeMeterModeGround__21GameSceneLayoutHolderFv	other Game/runtime provider	Game/Screen/GameSceneLayoutHolder.o	1	PC Game source absent
changeLifeMeterModeWater__21GameSceneLayoutHolderFv	other Game/runtime provider	Game/Screen/GameSceneLayoutHolder.o	1	PC Game source absent
changeSpeed__12XanimePlayerFf	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
changeTrackAnimation__12XanimePlayerFUcPCc	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
changeTrackWeight__12XanimePlayerFUlf	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
checkStrikeBallToMapWithThickness__9CollisionFRCQ29JGeometry8TVec3<f>ffPC24CollisionPartsFilterBasePC18TriangleFilterBase	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
checkStrikeBallToMap__9CollisionFRCQ29JGeometry8TVec3<f>fPC24CollisionPartsFilterBasePC18TriangleFilterBase	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
checkStrikePointToMap__2MRFRCQ29JGeometry8TVec3<f>P7HitInfo	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
clamp01__2MRFPf	other Game/runtime provider	Game/Enemy/Petari.o	1	PC Game source absent
clamp__2MRFfff	other Game/runtime provider	Game/Boss/TripodBossLeg.o	1	PC Game source absent
clamp__2MRFlll	other Game/runtime provider	Game/Enemy/KirairaChain.o	1	PC Game source absent
clearAlphaBuffer__2MRFUcRCQ29JGeometry8TVec2<f>RCQ29JGeometry8TVec2<f>	J3D/model/animation	Game/Util/DrawUtil.o	1	PC Game source divergent, included
clearAnm__12XanimePlayerFUs	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
clearBgmQueue__2MRFv	effects/audio	Game/Util/SoundUtil.o	1	PC Game source byte-identical, excluded
clearMtxCalc__12XanimePlayerFUs	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
clear__6BinderFv	Binder/KCL	Game/LiveActor/Binder.o	1	PC Game source absent
clear__9WaterInfoFv	other Game/runtime provider	Game/Map/WaterInfo.o	1	PC Game source absent
close__6TDDrawFv	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
connectToSceneEnemyDecoration__2MRFP9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/ObjUtil.o	1	PC Game source divergent, included
connectToScene__2MRFP7NameObjiiii	LiveActor/NameObj/Nerve ABI	Game/Util/ObjUtil.o	1	PC Game source divergent, included
connectToScene__2MRFP9LiveActoriiii	LiveActor/NameObj/Nerve ABI	Game/Util/ObjUtil.o	1	PC Game source divergent, included
control__9LiveActorFv	Binder/KCL	Game/AreaObj/CollisionArea.o	1	PC Game source absent
convertFrameBufferPosToScreenPos__2MRFPQ29JGeometry8TVec2<f>RCQ29JGeometry8TVec2<f>	J3D/model/animation	Game/Util/ScreenUtil.o	1	PC Game source divergent, included
convertScreenPosToFrameBufferPos__2MRFPQ29JGeometry8TVec2<f>RCQ29JGeometry8TVec2<f>	J3D/model/animation	Game/Util/ScreenUtil.o	1	PC Game source divergent, included
copyJointPos__2MRFPC9LiveActorPCcPQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
copyMemory__2MRFPvPCvUl	other Game/runtime provider	Game/Util/MemoryUtil.o	1	PC Game source absent
copyRotate__13FixedPositionCFPQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Enemy/DharmaSambo.o	1	PC Game source absent
copyTrans__13FixedPositionCFPQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Boss/OtaKing.o	1	PC Game source absent
cos__2MRFf	other Game/runtime provider	Game/AreaObj/MercatorTransformCube.o	1	PC Game source absent
createAndAddResourceHolder__2MRFPCc	resources	Game/Util/ObjUtil.o	1	PC Game source divergent, included
createAreaPolygonListArray__2MRFP8TriangleUlPQ29JGeometry8TVec3<f>Ul	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
createAreaPolygonList__2MRFP8TriangleUlRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
createBoundingBox__2MRFPCQ29JGeometry8TVec3<f>UlPQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
ddLightingOff__2MRFv	J3D/model/animation	Game/Util/DirectDrawUtil.o	1	PC Game source absent
ddSendVtxData__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec2<f>	J3D/model/animation	Game/Util/DirectDrawUtil.o	1	PC Game source absent
ddSetVtxFormat__2MRFUl	J3D/model/animation	Game/Util/DirectDrawUtil.o	1	PC Game source absent
deactivateDefaultGameLayout__2MRFv	other Game/runtime provider	Game/Util/ScreenUtil.o	1	PC Game source divergent, included
declareBlackHoleCamera__2MRFPCc	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
declareEventCameraProgrammable__2MRFPCc	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
declareGlobalEventCameraAbyss__2MRFPCc	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
declareGlobalEventCameraDead__2MRFPCcfll	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
declareGlobalEventCamera__2MRFPCc	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
deleteEffectAll__2MRFP9LiveActor	effects/audio	Game/Util/EffectUtil.o	1	PC Game source absent
deleteEffect__2MRFP9LiveActorPCc	effects/audio	Game/Util/EffectUtil.o	1	PC Game source absent
deleteEmitter__12MultiEmitterFv	effects/audio	Game/Effect/MultiEmitter.o	1	PC Game source absent
destroy__7IceStepFv	other Game/runtime provider	Game/MapObj/IceStep.o	1	PC Game source absent
diffAngleAbsFast__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
diffAngleAbsHorizontal__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
diffAngleAbs__2MRFRCQ29JGeometry8TVec2<f>RCQ29JGeometry8TVec2<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
diffAngleAbs__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
diffAngleAbs__2MRFff	other Game/runtime provider	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
diffAngleSignedHorizontal__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
dot__Q29JGeometry8TVec3<f>CFRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/AreaObj/AreaForm.o	1	PC Game source byte-identical, included
drawAfter__18JPAEmitterCallBackFP14JPABaseEmitter	effects/audio	Game/Effect/MultiEmitterCallBack.o	1	PC Game source absent
drawCircle__6TDDrawFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>fUlUl	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
drawCylinder__6TDDrawFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>fUlUlUl	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
drawFast__14J3DShapePacketFv	J3D/model/animation	JSystem/J3DGraphBase/J3DPacket.o	1	PC JSystem/Aurora provider requires API audit
drawFillBox3D__6TDDrawFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>Ul	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
drawFillBox__6TDDrawFRCQ29JGeometry8TVec2<f>RCQ29JGeometry8TVec2<f>Ul	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
drawFillBox__6TDDrawFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>Ul	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
drawFillCircle__6TDDrawFRCQ29JGeometry8TVec3<f>fUlUlUl	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
drawFullScreenBlur__2MRFf	other Game/runtime provider	Game/Screen/FullScreenBlur.o	1	PC Game source byte-identical, excluded
drawFullScreenBlur__2MRFffUcUc	other Game/runtime provider	Game/Screen/FullScreenBlur.o	1	PC Game source byte-identical, excluded
drawInitFor2DModel__2MRFv	J3D/model/animation	Game/Util/DrawUtil.o	1	PC Game source divergent, included
drawLine__6TDDrawFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>Ul	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
drawSphere3D__6TDDrawFQ29JGeometry8TVec3<f>fUlUl	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
draw__12J3DShapeDrawCFv	J3D/model/animation	JSystem/J3DGraphBase/J3DShapeDraw.o	1	PC JSystem/Aurora provider requires API audit
draw__18JPAEmitterCallBackFP14JPABaseEmitter	effects/audio	Game/Effect/MultiEmitterCallBack.o	1	PC Game source absent
draw__7NameObjCFv	LiveActor/NameObj/Nerve ABI	Game/NameObj/NameObj.o	1	PC Game source divergent, included
emitEffectHit__2MRFP9LiveActorRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PCc	effects/audio	Game/Util/EffectUtil.o	1	PC Game source absent
emitEffectWithEmitterCallBack__2MRFP9LiveActorPCcP24MultiEmitterCallBackBase	effects/audio	Game/Util/EffectUtil.o	1	PC Game source absent
emitEffect__2MRFP9LiveActorPCc	effects/audio	Game/Util/EffectUtil.o	1	PC Game source absent
enableJointTransform__10XanimeCoreFP12J3DModelData	J3D/model/animation	Game/Animation/XanimeCore.o	1	PC Game source absent
endClipped__9LiveActorFv	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
endDemo__2MRFP7NameObjPCc	LiveActor/NameObj/Nerve ABI	Game/Util/DemoUtil.o	1	PC Game source byte-identical, excluded
endEventCamera__10WarpPodMgrFv	other Game/runtime provider	Game/MapObj/WarpPod.o	1	PC Game source absent
endEventCamera__11WarpCubeMgrFv	other Game/runtime provider	Game/AreaObj/WarpCube.o	1	PC Game source absent
endGlobalEventCamera__2MRFPCclb	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
endSubjectiveCamera__2MRFl	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
entryModelData__8J3DModelFP12J3DModelDataUlUl	J3D/model/animation	JSystem/J3DGraphAnimator/J3DModel.o	1	PC JSystem/Aurora provider requires API audit
entry__8J3DModelFv	J3D/model/animation	JSystem/J3DGraphAnimator/J3DModel.o	1	PC JSystem/Aurora provider requires API audit
epsilonEquals__Q29JGeometry8TUtil<f>Ffff	J3D/model/animation	Game/Animation/AnmPlayer.o	1	PC Game source absent
executeAfter__18JPAEmitterCallBackFP14JPABaseEmitter	effects/audio	Game/Effect/MultiEmitterCallBack.o	1	PC Game source absent
executeOnEnd__5NerveCFP5Spine	LiveActor/NameObj/Nerve ABI	Game/LiveActor/Nerve.o	1	PC Game source divergent, included
explainBeeMarioIfAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
explainFireMarioIfAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
explainFlyingMarioIfAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
explainHopperMarioIfAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
explainIceMarioIfAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
explainInvincibleMarioIfAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
explainLifeUpIfAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
explainTeresaMarioIfAtFirst__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
extractMtxTrans__2MRFPA4_fPQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MtxUtil.o	1	PC Game source absent
finalizeSort__12EffectKeeperFv	effects/audio	Game/LiveActor/EffectKeeper.o	1	PC Game source absent
fix2Dpos__6TDDrawFPQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/DirectDraw.o	1	PC Game source absent
fmod	compiler/MSL runtime	MSL_C/MSL_Common_Embedded/Math/Double_precision/w_fmod.o	1	native compiler/runtime mapping
forceDeleteEffectAll__2MRFP9LiveActor	effects/audio	Game/Util/EffectUtil.o	1	PC Game source absent
forceDeleteEffect__2MRFP9LiveActorPCc	effects/audio	Game/Util/EffectUtil.o	1	PC Game source absent
forceFollowOff__12MultiEmitterFv	effects/audio	Game/Effect/MultiEmitter.o	1	PC Game source absent
forceFollowOn__12MultiEmitterFv	effects/audio	Game/Effect/MultiEmitter.o	1	PC Game source absent
forceScaleOn__12MultiEmitterFv	effects/audio	Game/Effect/MultiEmitter.o	1	PC Game source absent
freezeCopy__10XanimeCoreFP12J3DModelDataP10XanimeCoreUlUl	J3D/model/animation	Game/Animation/XanimeCore.o	1	PC Game source absent
gZeroVec	other Game/runtime provider	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
getAreaObjArg__2MRFPC7AreaObjl	other Game/runtime provider	Game/Util/AreaObjUtil.o	1	PC Game source byte-identical, included
getAreaObjManager__2MRFPCc	other Game/runtime provider	Game/Util/AreaObjUtil.o	1	PC Game source byte-identical, included
getAreaObj__2MRFPCcRCQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/AreaObjUtil.o	1	PC Game source byte-identical, included
getAttributes__8TriangleCFv	Binder/KCL	Game/Map/HitInfo.o	1	PC Game source absent
getBaseInvMtx__8TriangleCFv	Binder/KCL	Game/Map/HitInfo.o	1	PC Game source absent
getBaseMtx__8TriangleCFv	Binder/KCL	Game/Map/HitInfo.o	1	PC Game source absent
getBaseMtx__9LiveActorCFv	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
getBckCtrl__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
getBrkFrame__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
getCamPos__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
getCamXdir__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
getCamYdir__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
getCamZdir__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
getCameraPolyFast__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PC9HitSensor	HitSensor	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getCameraViewMtx__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
getCurrentAnimationName__12XanimePlayerCFv	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
getCurrentBckName__12XanimePlayerCFv	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
getCurrentScenarioNo__2MRFv	other Game/runtime provider	Game/Util/SceneUtil.o	1	PC Game source byte-identical, excluded
getCylinderRadius__2MRFPC7AreaObj	other Game/runtime provider	Game/Util/AreaObjUtil.o	1	PC Game source byte-identical, included
getDeadStarPiece__2MRFv	other Game/runtime provider	Game/MapObj/StarPieceDirector.o	1	PC Game source absent
getDefaultAnimationName__12XanimePlayerCFv	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
getEdgeNormal__8TriangleCFi	Binder/KCL	Game/Map/HitInfo.o	1	PC Game source absent
getEffect__2MRFPC9LiveActorPCc	effects/audio	Game/Util/EffectUtil.o	1	PC Game source absent
getFarZ__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
getFirstPolyOnLineBFast__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>P8Triangle	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getFirstPolyOnLineToMap__2MRFPQ29JGeometry8TVec3<f>P8TriangleRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getFirstPolyOnLineToMap__2MRFPQ29JGeometry8TVec3<f>P8TriangleRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PC24CollisionPartsFilterBasePC18TriangleFilterBase	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getFloorCodeIndex__2MRFPC8Triangle	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getFloorCodeString__2MRFPC8Triangle	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getFollowMtx__7AreaObjCFv	other Game/runtime provider	Game/AreaObj/AreaObj.o	1	PC Game source byte-identical, included
getFootPoint__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
getGameSceneLayoutHolder__2MRFv	other Game/runtime provider	Game/Screen/GameSceneLayoutHolder.o	1	PC Game source absent
getGroundNormal__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
getGroundSensor__2MRFPC9LiveActor	HitSensor	Game/Util/ActorSensorUtil.o	1	PC Game source byte-identical, excluded
getHashCode__2MRFPCc	other Game/runtime provider	Game/Util/HashUtil.o	1	PC Game source absent
getInterpolateValue__2MRFfff	other Game/runtime provider	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
getJ3DModelData__2MRFPC9LiveActor	J3D/model/animation	Game/Util/ModelUtil.o	1	PC Game source absent
getJ3DModel__2MRFPC9LiveActor	J3D/model/animation	Game/Util/ModelUtil.o	1	PC Game source absent
getJ3DShapePacketUserData__2MRFPC14J3DShapePacket	J3D/model/animation	Game/System/ShapePacketUserData.o	1	PC Game source absent
getJMapInfoArg0NoInit__2MRFRC12JMapInfoIterPl	Binder/KCL	Game/Util/JMapUtil.o	1	PC Game source divergent, included
getJMapInfoRotate__2MRFRC12JMapInfoIterPQ29JGeometry8TVec3<f>	Binder/KCL	Game/Util/JMapUtil.o	1	PC Game source divergent, included
getJMapInfoScale__2MRFRC12JMapInfoIterPQ29JGeometry8TVec3<f>	Binder/KCL	Game/Util/JMapUtil.o	1	PC Game source divergent, included
getJMapInfoTrans__2MRFRC12JMapInfoIterPQ29JGeometry8TVec3<f>	Binder/KCL	Game/Util/JMapUtil.o	1	PC Game source divergent, included
getJointIndex__2MRFPC9LiveActorPCc	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
getJointMtx__2MRFP8J3DModelPCc	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
getJointMtx__2MRFPC9LiveActorPCc	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
getJointMtx__2MRFPC9LiveActori	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
getJointNum__2MRFPC9LiveActor	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
getJoint__2MRFPC9LiveActorUs	J3D/model/animation	Game/Util/JointUtil.o	1	PC Game source absent
getKarikariClingNum__2MRFv	other Game/runtime provider	Game/Enemy/KarikariDirector.o	1	PC Game source absent
getLightAmbientColor__2MRFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
getLightNumMax__2MRFPC9LiveActor	J3D/model/animation	Game/Util/ModelUtil.o	1	PC Game source absent
getMainAnimationTrans__12XanimePlayerCFUlPQ29JGeometry8TVec3<f>	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
getMaterialNo__2MRFP12J3DModelDataPCc	J3D/model/animation	Game/Util/ModelUtil.o	1	PC Game source absent
getModelResourceHolder__2MRFPC9LiveActor	resources	Game/Util/LiveActorUtil.o	1	PC Game source byte-identical, excluded
getNameStringPointer__12XanimePlayerCFPCc	J3D/model/animation	Game/Animation/XanimePlayer.o	1	PC Game source absent
getName__10JUTNameTabCFUs	other Game/runtime provider	JSystem/JUtility/JUTNameTab.o	1	PC JSystem/Aurora provider requires API audit
getNearPolyOnLineSort__2MRFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>PC9HitSensor	HitSensor	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getNearZ__2MRFv	other Game/runtime provider	Game/Util/CameraUtil.o	1	PC Game source byte-identical, excluded
getNerveStep__9LiveActorCFv	LiveActor/NameObj/Nerve ABI	Game/LiveActor/LiveActor.o	1	PC Game source divergent, included
getNormal__2MRFPC8Triangle	Binder/KCL	Game/Util/MapUtil.o	1	PC Game source byte-identical, excluded
getNormal__8TriangleCFi	Binder/KCL	Game/Map/HitInfo.o	1	PC Game source absent
getObj__14SceneObjHolderCFi	other Game/runtime provider	Game/Scene/SceneObjHolder.o	1	PC Game source byte-identical, excluded
getPairCube__11WarpCubeMgrFPC7AreaObj	other Game/runtime provider	Game/AreaObj/WarpCube.o	1	PC Game source absent
getPairPod__10WarpPodMgrFPC9LiveActor	LiveActor/NameObj/Nerve ABI	Game/MapObj/WarpPod.o	1	PC Game source absent
getParticleEmitter__12MultiEmitterCFi	effects/audio	Game/Effect/MultiEmitter.o	1	PC Game source absent
getPlane__6BinderCFi	Binder/KCL	Game/LiveActor/Binder.o	1	PC Game source absent
getPlayerLeft__2MRFv	other Game/runtime provider	Game/Util/EventUtil.o	1	PC Game source byte-identical, excluded
getPlayerLevelA__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
getPlayerLevelB__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
getPlayerLevelC__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
getPlayerLevelZ__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
getPlayerStickX__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
getPlayerStickY__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
getPlayerTriggerA__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
getPlayerTriggerB__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
getPlayerTriggerC__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
getPlayerTriggerZ__2MRFv	other Game/runtime provider	Game/Util/GamePadUtil.o	1	PC Game source byte-identical, excluded
getPos__8TriangleCFi	Binder/KCL	Game/Map/HitInfo.o	1	PC Game source absent
getPrevBaseMtx__8TriangleCFv	Binder/KCL	Game/Map/HitInfo.o	1	PC Game source absent
getPrintPos__9FootPrintCFUl	other Game/runtime provider	Game/Util/FootPrint.o	1	PC Game source absent
getRailArg3NoInit__2MRFPC9LiveActorPl	LiveActor/NameObj/Nerve ABI	Game/Util/RailUtil.o	1	PC Game source absent
getRandom__2MRFff	other Game/runtime provider	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
getRandom__2MRFll	other Game/runtime provider	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
getRandom__2MRFv	other Game/runtime provider	Game/Util/MathUtil.o	1	PC Game source byte-identical, excluded
getResTIMG__2MRFPC9LiveActori	J3D/model/animation	Game/Util/ModelUtil.o	1	PC Game source absent
